ad_creation_time,ad_creative_body,ad_creative_link_caption,ad_creative_link_description,ad_creative_link_title,ad_delivery_start_time,ad_delivery_stop_time,currency,funding_entity,page_id,page_name,spend_lower,spend_upper,adlib_id,impressions_lower,impressions_upper,potential_reach_lower,potential_reach_upper,ad_snapshot_url,female_13-17,female_18-24,female_25-34,female_35-44,female_45-54,female_55-64,female_65+,male_13-17,male_18-24,male_25-34,male_35-44,male_45-54,male_55-64,male_65+,unknown_13-17,unknown_18-24,unknown_25-34,unknown_35-44,unknown_45-54,unknown_55-64,unknown_65+,unknown_Unknown,Central Bohemian Region,Hradec Králové Region,Karlovy Vary Region,Liberec Region,Moravian-Silesian Region,Olomouc Region,Pardubice Region,Plzeň Region,Prague,South Bohemian Region,South Moravian Region,Unknown,Ústí nad Labem Region,Vysočina Region,Zlín Region
2021-02-10,"Tento obrázek bohužel v současnosti přestává být vtipem. Sluníčkáři a neomarxističtí revolucionáři toto dnes fakticky hlásají. Otřesné.

Například z Německa už se stává pomalu doslova totalitní stát kráčející v totalitních tradicích Třetí říše. Vyšla tam příručka určená vychovatelům a učitelům ve školkách a předškolních zařízeních s návodem, jak mají sledovat chování dětí a a jakých případech by měli zpozornět a případně zakročit.

S dítětem dle příručky není něco v pořádku, pokud například holčička nosí jen sukně, má upletené copánky a rodiče ji vedou k tomu, aby pomáhala v domácnosti a věnovala se ručním pracím. A když mají chlapci na svůj věk nápadně hodně svalů, může to údajně naznačovat, že jsou vystaveni fyzickému drilu charakteristickému pro rodiny s pravicově radikálním zaměřením. Varovné je prý také, když si rodiče stěžují vychovatelům, že jejich děti jsou během pobytu ve školce vystaveny „genderovým hloupostem“. To prý též svědčí o pravicovém radikalismu.

„Dnešní děti budou patřit zítra k oporám naší demokratické společnosti. Proto je důležité, aby se jejich výchova již odmala nesla v demokratickém duchu,“ uvedla v předmluvě sociálně demokratická ministryně pro otázky rodiny Franziska Giffeyová.

Německo zrodilo Marxe, první i druhou světovou válku. Nyní zamořuje Evropu neomarxismem a sluníčkářstvím. Toto má být pro nás prosím vzor té „prozápadní liberální demokracie“… Všechny totalitní režimy odmalička indoktrinovaly děti.  Ne, pane Kalousku, Petře Fialo a Bělobrádku, takovou „liberální demokracii“ u nás nechceme. Tu si strčte Angele do Brusele.",NA,NA,NA,2021-02-10,2021-02-11,CZK,Svoboda a přímá demokracie - SPD,179497582061065,Tomio Okamura - SPD,300,399,488016572585861,6000,6999,1000001,NA,https://www.facebook.com/ads/archive/render_ad/?id=488016572585861&access_token={access_token},0.047489,0.030128,0.011234,0.023489,0.040681,0.076596,0.079319,0.097191,0.172596,0.090043,0.078298,0.098894,0.081532,0.068426,0.001191,6.81e-4,3.4e-4,1.7e-4,3.4e-4,3.4e-4,0.001021,NA,0.088364,0.046712,0.034739,0.039629,0.140135,0.069309,0.047218,0.053288,0.110961,0.059359,0.119224,NA,0.087015,0.047218,0.05683
2021-02-10,"Škody, které zanechává absence prezenční výuky na našich dětech, jsou obrovské. Hnutí SPD proto požaduje co nejrychlejší návrat žáků do škol. Dlouhodobé distanční vzdělávání nemůže nahradit vztah učitel – žák – spolužáci a zároveň dochází k celkovému snížení úrovně vzdělání. Je potřeba také odlehčit rodičům, kteří jsou s dětmi již dlouhodobě doma. 

Pokud budou před nástupem do škol na žácích prováděny testy na covid-19, musí být dobrovolné a zároveň musí být zvolena taková neinvazivní metoda, aby dětem odběry nezpůsobovaly trauma a bolest a zároveň, aby testy byly státem plně hrazeny. Takových testů je dnes na trhu již celá řada. Je třeba, aby takové testy byly na dobrovolné bázi k dispozici i pro občany, aby nemuseli podstupovat bolestivé testy.",NA,NA,NA,2021-02-11,2021-02-11,CZK,Svoboda a přímá demokracie - SPD,179497582061065,Tomio Okamura - SPD,200,299,219880323152758,4000,4999,1000001,NA,https://www.facebook.com/ads/archive/render_ad/?id=219880323152758&access_token={access_token},NA,0.008675,0.012618,0.041272,0.074921,0.127234,0.138275,NA,0.05836,0.071241,0.103312,0.141693,0.112776,0.107256,NA,2.63e-4,5.26e-4,5.26e-4,NA,5.26e-4,5.26e-4,NA,0.098892,0.054061,0.04193,0.042985,0.131593,0.066456,0.044831,0.051951,0.109177,0.049051,0.108914,NA,0.111551,0.035338,0.05327
2021-02-10,"Jsme dlouhodobě zastánci rovnosti hlasů. Ústavní soud ale svým rozhodnutím podezřelým z účelovosti zapříčinil v této době možnou ústavní krizi. Oznámení o nálezu Ústavního soudu z minulého týdne ve věci změny volebního zákona pár měsíců před volbami považuje hnutí SPD za ryze politický akt ze strany jejího předsedy Pavla Rychetského. Pomohl tímto rozhodnutím stranám a hnutím, které by se do Sněmovny nedostaly a také stávajícím koalicím, kterým bylo zrušeno kvórum, aby jejich hlasy nepropadly. Ústavní soud paradoxně tímto svým rozhodnutím a v této době zapříčinil možnou ústavní krizi, přestože měl čas na projednání více než tři roky. 

Čas a způsob přijetí nálezu Ústavního soudu tímto zasáhl do procesu přípravy voleb jak na úrovních politických stran a hnutí, tak na úrovni volebních orgánů a vystavil tak občany – v době nouzového stavu – bezprecedentní nejistotě, zda se podaří během krátké doby v Parlamentu přijmout novou zákonnou úpravu pravidel pro podzimní sněmovní volby. 

Rozhodování o změně volebního systému v době, kdy již prezident republiky vyhlásil termíny sněmovních voleb, a začala volební kampaň, může vyvolat zcela mimořádná ústavní rizika. Může nastat i situace, že Sněmovna nebude mít v říjnu po skončení tohoto volebního období žádné poslance. 

Podle názoru SPD by bylo v rámci složitých jednání při přípravě řešení změny volebního zákona dobré prosazovat, aby byl způsob volby občanům srozumitelný, systémový a zajistil stabilitu vlády. Jsme dlouhodobě zastánci rovnosti hlasů, protože malé kraje (jako Liberecký anebo Karlovarský) současný zákon dlouhodobě poškozuje. 

Jsme také dlouhodobě zastánci přímé volby a odvolatelnosti politiků, což ale v současné době není bohužel na pořadu dne. Nadále však odmítáme variantu korespondenčních voleb, jelikož hrozí manipulace a podvody.",NA,NA,NA,2021-02-10,2021-02-11,CZK,Svoboda a přímá demokracie - SPD,179497582061065,Tomio Okamura - SPD,300,399,171710794591210,4000,4999,1000001,NA,https://www.facebook.com/ads/archive/render_ad/?id=171710794591210&access_token={access_token},NA,0.059527,0.010098,0.015679,0.035078,0.060058,0.063513,NA,0.271326,0.109487,0.094871,0.114271,0.083444,0.077066,NA,0.002392,5.31e-4,2.66e-4,2.66e-4,5.31e-4,0.001594,NA,0.095099,0.049007,0.03894,0.041854,0.140662,0.068344,0.041854,0.055099,0.112053,0.055894,0.116821,NA,0.087682,0.042649,0.05404
2021-02-10,"Tak to je neuvěřitelné - v Evropském parlamentu byl přijat tzv. eurozatykač, což bude znamenat, že nově bude možné zatčení státního příslušníka státu EU v některém z jiných států EU, i když se činu dopustil na území státu EU, kde takové jednání trestným činem není. To už fakt není normální. Více v mém rozhovoru s europoslancem SPD MUDr. Ivanem Davidem.",NA,NA,Tomio Okamura -  v Evropském parlamentu byl přijat tzv. eurozatykač,2021-02-10,2021-02-11,CZK,Svoboda a přímá demokracie - SPD,179497582061065,Tomio Okamura - SPD,1000,1499,457441898621420,20000,24999,1000001,NA,https://www.facebook.com/ads/archive/render_ad/?id=457441898621420&access_token={access_token},8.05e-4,0.004079,0.014007,0.037888,0.061447,0.095095,0.096759,0.00542,0.030267,0.098476,0.157937,0.162767,0.122733,0.106687,5.4e-5,5.4e-5,0.001073,0.001181,6.44e-4,0.001073,0.001556,NA,0.087356,0.052339,0.038279,0.054424,0.131676,0.064261,0.051056,0.053355,0.100775,0.056081,0.113606,NA,0.097033,0.045282,0.054477
2021-02-09,Podle mě má Viktor Orbán v tomhle pravdu. A co myslíte Vy? :-),NA,NA,NA,2021-02-10,2021-02-10,CZK,Svoboda a přímá demokracie - SPD,179497582061065,Tomio Okamura - SPD,300,399,337703967542355,5000,5999,1000001,NA,https://www.facebook.com/ads/archive/render_ad/?id=337703967542355&access_token={access_token},0.008044,0.00508,0.004445,0.010373,0.035351,0.087214,0.121084,0.053768,0.081499,0.062447,0.084886,0.157282,0.141406,0.142676,8.47e-4,2.12e-4,4.23e-4,6.35e-4,4.23e-4,6.35e-4,0.00127,NA,0.083528,0.049309,0.031243,0.045271,0.145165,0.072264,0.043783,0.046546,0.112859,0.05441,0.132837,NA,0.085441,0.041445,0.055898
2021-02-09,"Tisková konference hnutí SPD 9.2.2021 - požadujeme co nejrychlejší návrat žáků do škol, NE prodloužení nouzového stavu, europoslanci KDU-ČSL hlasovali pro přijímání islámských migrantů, prosazujeme pomoc lidem v exekucích a insolvencích, podali jsme zákony na podporu živnostníků, ukončení zneužívání dávek nepřizpůsobivými, prosazujeme podporu na udržení pracovních míst, žádáme vyšetření ekologické havárie na řece Bečva, odmítáme zpochybňování Benešových dekretů, nesouhlasíme s novým návrhem EU na eurozatykač a stanovisko SPD k jednání o novém volebním zákonu",NA,NA,Tomio Okamura: Tisková konference hnutí SPD 9.2.2021,2021-02-09,2021-02-10,CZK,Svoboda a přímá demokracie - SPD,179497582061065,Tomio Okamura - SPD,1000,1499,833292133917820,30000,34999,1000001,NA,https://www.facebook.com/ads/archive/render_ad/?id=833292133917820&access_token={access_token},NA,0.003059,0.022101,0.091359,0.14845,0.147625,0.078401,NA,0.008765,0.061559,0.175844,0.147591,0.071836,0.042036,NA,3.4e-5,2.75e-4,4.12e-4,2.06e-4,3.09e-4,1.37e-4,NA,0.090286,0.051009,0.052808,0.052601,0.129148,0.058276,0.04478,0.057099,0.103679,0.051735,0.10579,NA,0.125307,0.035159,0.042323
2021-02-09,"Ve Sněmovně proběhla debata na téma Národní sportovní agentury, kterou vede Milan Hnilička(hnutí ANO), kde jsou podezření z netransparentního jednání. Tato nová státní agentura má rozdělovat miliardy. Na základě zveřejněných zjištění požadujeme zrušení netransparentní Národní sportovní agentury a aby tato agenda znovu podléhala kontrole příslušného ministerstva a Sněmovny. Odejmutím sportu z rezortu školství a zřízením nové Národní sportovní agentury se sport a jeho financování zcela vymklo sněmovní kontrole.

Milan Hnilička byl jmenován vládou hnutí ANO a ČSSD do funkce předsedy Národní sportovní agentury bez výběrového řízení. Tím se stal v podstatě ministrem sportu bez kontroly. Minulý týden předseda Hnilička odvolal své dva náměstky a jmenoval dvě nové místopředsedkyně a navíc si najmu firmu, která má miliardy pro sport rozdělovat. Celé současné vedení Národní sportovní agentury tímto vyvolává další pochybnosti.

SPD hájí zájmy sportovců a jsme zároveň pro efektivní rozdělování finančních prostředků. Požadujeme proto odvolání současného vedení Národní sportovní agentury a zároveň tuto agenturu zrušit jako naprosto zbytečný a nákladný nový státní úřad, který je zcela netransparentní, a jeho agendu začlenit do příslušného ministerstva, které se touto problematikou bude systémově zabývat. Tímto krokem se dostane agenda sportu zpět pod kontrolu Sněmovny a omezí se tak netransparentnost při rozdělování peněz z Národní sportovní agentury v oblasti sportu.",NA,NA,Tomio Okamura: Problémy v miliardové Národní sportovní agentuře,2021-02-09,2021-02-10,CZK,Svoboda a přímá demokracie - SPD,179497582061065,Tomio Okamura - SPD,1000,1499,503461623974737,25000,29999,1000001,NA,https://www.facebook.com/ads/archive/render_ad/?id=503461623974737&access_token={access_token},NA,0.002156,0.006509,0.021352,0.043574,0.071227,0.065506,NA,0.017869,0.09374,0.217579,0.214594,0.139594,0.10398,NA,4.1e-5,3.32e-4,5.39e-4,4.56e-4,3.73e-4,5.8e-4,NA,0.092869,0.04912,0.044083,0.05091,0.132165,0.061275,0.048245,0.058111,0.089373,0.057278,0.11489,NA,0.105066,0.041752,0.054864
2021-02-09,"Hnutí SPD podporuje zákony, které pomůžou k oddlužení dlužníků v exekucích a omezí korupci. Tento týden jsou na pořadu jednání sněmovny mj. exekuční řád (novela občanského soudního řádu) a insolvenční zákon (novela zákona o úpadku a způsobech jeho řešení). Poslanci SPD jsou spolupředkladateli novely exekučního řádu, který v případě přijetí přinese změny v oblasti exekucí, kde podporujeme princip jeden dlužník – jeden místní exekutor. To znamená, že všechny exekuce proti dlužníkovi bude řešit pouze jeden exekutor. 

Zároveň je zde důležitý i princip teritoriality, tedy, že exekuci povede exekutor, který je přidělen rovnoměrně a nejblíže místu trvalého pobytu dlužníka. Tento princip odstraňuje korupční prostředí a zajistí nezávislost soudních exekutorů na rozdíl od dosavadního exekučního řádu, který neobsahuje žádnou protikorupční pojistku. 

SPD se také dlouhodobě snaží pomoci lidem v dluhových pastech, a proto vítáme, že se na pořad schůze konečně dostala novelizace insolvenčního zákona, která v případě přijetí pomůže k oddlužení našich občanů. 

Cílem tohoto zákona je v první řadě dostat občany z dluhových pastí a vrátit je ze šedé ekonomiky zpět do systému. Hnutí SPD také podalo zákon na zestátnění exekutorů, na zrušení úroků z úroků a na změnu pořadí splácení, aby se nejprve splácela jistina (dluh) a až poté poplatky, jelikož dnes je tomu naopak, a lidé často již násobně přeplatili jistinu a přesto se nemohou exekuce zbavit.",NA,NA,NA,2021-02-09,2021-02-10,CZK,Svoboda a přímá demokracie - SPD,179497582061065,Tomio Okamura - SPD,300,399,250292303225998,3000,3999,1000001,NA,https://www.facebook.com/ads/archive/render_ad/?id=250292303225998&access_token={access_token},NA,0.007877,0.007877,0.034372,0.079126,0.120659,0.13319,NA,0.039742,0.041174,0.105621,0.180093,0.140351,0.107769,NA,NA,NA,3.58e-4,7.16e-4,3.58e-4,7.16e-4,NA,0.096106,0.040014,0.040372,0.042158,0.148982,0.072169,0.037156,0.055734,0.111826,0.053948,0.115756,NA,0.098249,0.034655,0.052876
2021-02-09,"Programem hnutí SPD je nezvyšovat českým občanům a českým firmám daně a snažit se, aby lidem zůstávaly peníze, a stát jim je zbytečně nebral, pokud si je vydělají. Již se nám podařilo snížit daně pracujícím lidem zrušením superhrubé mzdy a zvýšením slevy na poplatníka či snížit byrokracii zavedením paušální daně pro živnostníky. 👍 Zároveň také dlouhodobě chceme garantovat důstojný invalidní a starobní důchod a nechceme žádné další zvýšení věku odchodu do penze. Naši odpůrci říkají: Je to populismus a nejde to. Jde, a řeknu, kde vzít peníze. Především chceme vzít peníze nadnárodním korporacím, které z této země ročně odvádějí ven do zahraničí 300 miliard korun a nedaní u nás dividendy. 

Zatímco česká firma, když si vyplatí dividendy v České republice, tak je musí danit. Zdaňme nadnárodním korporacím dividendy, a srovnejme tím podmínky s českými firmami, a zároveň snižme zdanění platů. Vláda ANO, ČSSD s podporou KSČM ale bohužel zamítla návrh poslanců SPD na 15% zdanění dividend, které nadnárodní korporace vyvádějí z tuzemska do zahraničí. 

Hnutí SPD nemá strach z nadnárodních korporací ani z EU jako ostatní politické strany a jejich zdanění budeme nadále prosazovat. Zisk z naší práce musí zůstat v České republice.",NA,NA,NA,2021-02-10,2021-02-10,CZK,Svoboda a přímá demokracie - SPD,179497582061065,Tomio Okamura - SPD,300,399,2482543132041896,5000,5999,1000001,NA,https://www.facebook.com/ads/archive/render_ad/?id=2482543132041896&access_token={access_token},NA,0.023097,0.010693,0.020317,0.046193,0.089179,0.094098,NA,0.238879,0.117194,0.076347,0.103721,0.093242,0.082549,NA,0.001711,6.42e-4,4.28e-4,4.28e-4,2.14e-4,0.001069,NA,0.09347,0.048015,0.038839,0.040333,0.142766,0.065514,0.045028,0.055911,0.097311,0.0621,0.111822,NA,0.102646,0.04204,0.054204
2021-02-09,"Opakované prodlužování nouzového stavu je důsledkem nekoncepční práce vlády. Hnutí SPD s plošnými zákazy a opatřeními nesouhlasí a naši poslanci, tak jako v minulosti, nebudou hlasovat pro další prodloužení nouzového stavu.

Protiepidemická opatření, která byla kvůli epidemii zavedena, přestala fungovat. Řekl to 4. února ministr zdravotnictví Jan Blatný. Nedodržování stávajících opatření je podle něho jedním z hlavních důvodů, proč je třeba tato opatření stále prodlužovat. Jsme přesvědčeni o tom, že pokud se bude opakovaně prodlužovat nouzový stav, lidé budou opatření porušovat čím dál tím více, protože pro obyčejné lidi platí, a pro papaláše nikoliv. 

Opakované prodlužování nouzového stavu je důsledkem nekoncepční práce vlády ANO, ČSSD s podporou KSČM za tři čtvrtě roku připravit a schválit potřebnou legislativu tak, aby byla zajištěna ochrana rizikových skupin, a nikoliv uplatňována plošná drakonická omezení pro všechny. 

Hnutí SPD s plošnými zákazy a opatřeními nesouhlasí a naši poslanci, tak jako v minulosti, nebudou hlasovat pro další prodloužení nouzového stavu. Máme vlastní návrhy, jak situaci řešit prostřednictvím stávajících zákonů a případně jejich drobnými úpravami. 

Jde v prvé řadě o novelu zákona o ochraně veřejného zdraví, která by umožnila realizovat ochranu ohrožených a rizikových skupin občanů bez plošného vyhlašování nouzového stavu. Tyto návrhy ale tato vláda odmítá, protože je pro ni opakované prodlužování nouzového stavu pohodlnější pro netransparentní nákupy bez výběrových řízení.",NA,NA,NA,2021-02-09,2021-02-10,CZK,Svoboda a přímá demokracie - SPD,179497582061065,Tomio Okamura - SPD,300,399,928959484510785,5000,5999,1000001,NA,https://www.facebook.com/ads/archive/render_ad/?id=928959484510785&access_token={access_token},NA,0.053691,0.014349,0.023143,0.049294,0.071743,0.067808,NA,0.255728,0.108771,0.091877,0.11502,0.080305,0.062717,NA,0.002314,6.94e-4,NA,6.94e-4,4.63e-4,0.001389,NA,0.096729,0.045697,0.035491,0.043377,0.124797,0.06611,0.044537,0.056598999999999997,0.113431,0.057991,0.115518,NA,0.094642,0.043145,0.061935
2021-02-09,"Tak na tohle se podívejte - zákulisí účelového rozsudku Ústavního soudu v čele s jeho předsedou Rychetským, který několik měsíců před letošními sněmovními volbami zásadně ovlivnil volby a pomohl stranám a koalicím balancujícím na hranici volitelnosti, tedy ČSSD a koalici ODS, KDU-ČSL a TOP09. Více v reportáži Jany Bobošíkové.",NA,NA,NA,2021-02-09,2021-02-10,CZK,Svoboda a přímá demokracie - SPD,179497582061065,Tomio Okamura - SPD,500,599,3862845460445506,10000,14999,1000001,NA,https://www.facebook.com/ads/archive/render_ad/?id=3862845460445506&access_token={access_token},NA,0.00254,0.004827,0.016682,0.04522,0.106106,0.138369,NA,0.025404,0.054111,0.119062,0.16081,0.164366,0.159031,NA,NA,5.93e-4,8.47e-4,5.93e-4,5.08e-4,9.31e-4,NA,0.084099,0.052434,0.043667,0.052179,0.132789,0.066054,0.047072,0.050051,0.08776,0.059499,0.113807,NA,0.10572,0.044348,0.060521
2021-02-08,"O opravdovém hrdinovi, na kterého se neprávem často zapomíná. 🇨🇿

Víte, že sem žádnou reklamu nedávám. Teď udělám výjimku, protože nově vydané vzpomínky na Pražské povstání od generála Karla Kutlvašra si to podle mého názoru právem zaslouží. Kniha je splaceným dluhem jednomu z našich velkých hrdinů 20. století, o kterém se bohužel zatím nemluví tolik, kolik si zaslouží.

Karel Kutlvašr byl hrdinou už legendární bitvy u Zborova během 1. světové války, při které prokázala mimořádnou odvahu a odhodlání československá brigáda (vrchní velitel ruských vojsk se za to dokonce poklonil budoucímu prezidentovi Masarykovi). Mezi válkami se stal Kutlvašr váženou osobností, byl jedním z nejmladších generálů československé armády a zastával různé velitelské pozice. 

Během 2. světové války se Karel Kutlvašr účastnil odboje. V den začátku Pražského povstání pak byl jmenován velitelem povstaleckých jednotek. Byl to právě on, kdo například poslal na pomoc bojujícímu rozhlasu těžkou techniku na obranu budovy. 

Sám Kutlvašr k motivaci bojovat během Pražského povstání uvedl: ""Psalo se: Jestliže Říše má tuto válku prohráti a prohraje ji, pak český lid může si klidně počkat na tuto porážku a dosáhne svého cíle bez rizika a obětí. To jsme ale právě tak nechtěli. Dostat se lacino či vůbec zadarmo k hotovému. Chtěli jsme a toužili ukázat světu, že tu jsme, že se nebojíme vstoupit do akce, jakmile uzraje doba a přijde náš čas.""

Pražané opravdu ukázali, že touží vybojovat své město zpět z nadvlády okupantů. Povedlo se to, díky čemuž tak mohl 8. května 1945 Karel Kutlvašr spolu s představiteli České národní rady dojednat podmínky německé kapitulace výměnou za volný odjezd německých jednotek z Prahy do zajetí západních spojenců. Rudá armáda dorazila do Prahy až den poté, 9. května, do již svobodného města.

Právě tyhle okolnosti ale představitelé komunistické diktatury po únorovém převratu 1948 generálovi Karlu Kutlvašrovi neodpustili. Ve vykonstruovaném procesu tak byl Karel Kutlvašr odsouzen na doživotí. Propuštěn byl až v roce 1960, po necelých 12 letech strávených ve vězení. S podlomeným zdravím umírá o rok později. 

Příběh generála Karla Kutlvašra se tak zrcadlí v příběhu československých dějin 20. století. Je to příběh, o kterém by se mělo mluvit a který by nám měl být znám. Nezapomínejme na své hrdiny, které tady máme. Zaslouží si, abychom znali jejich zásluhy, které pro nás vykonali.",NA,NA,NA,2021-02-08,2021-02-10,CZK,Česká pirátská strana - Praha,302134090396266,Zdeněk Hřib - primátor Prahy,400,499,477840156932112,6000,6999,100001,500000,https://www.facebook.com/ads/archive/render_ad/?id=477840156932112&access_token={access_token},NA,NA,0.040094,0.092684,0.100495,0.071075,NA,NA,NA,0.150221,0.267899,0.177298,0.088779,NA,NA,NA,0.001302,0.006769,0.002864,5.21e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
